# S1 DEM window: AWS Terrain Tiles Terrarium z15 (SRTM-derived mirror, NOT USGS tile)
# tiles: z15/24447/13793,z15/24448/13793,z15/24449/13793,z15/24447/13794,z15/24448/13794,z15/24449/13794,z15/24447/13795,z15/24448/13795,z15/24449/13795
# decode: elev = R*256 + G + B/256 - 32768 | pixel_m=4.243 | s1_mosaic_px=402,446
i,j,lat,lon,elev_m
50,26,27.345239,88.600788,1310.82
51,26,27.345239,88.600831,1313.18
52,26,27.345239,88.600874,1315.35
53,26,27.345239,88.600917,1317.36
54,26,27.345239,88.600960,1319.38
55,26,27.345239,88.601003,1321.58
56,26,27.345239,88.601046,1324.14
57,26,27.345239,88.601089,1327.12
58,26,27.345239,88.601131,1330.46
59,26,27.345239,88.601174,1334.09
60,26,27.345239,88.601217,1337.93
61,26,27.345239,88.601260,1341.89
62,26,27.345239,88.601303,1345.86
63,26,27.345239,88.601346,1349.75
0,27,27.345201,88.598642,1223.63
1,27,27.345201,88.598685,1225.60
2,27,27.345201,88.598728,1227.64
3,27,27.345201,88.598771,1229.68
4,27,27.345201,88.598814,1231.67
5,27,27.345201,88.598857,1233.61
6,27,27.345201,88.598900,1235.56
7,27,27.345201,88.598943,1237.60
8,27,27.345201,88.598986,1239.79
9,27,27.345201,88.599029,1242.12
10,27,27.345201,88.599072,1244.53
11,27,27.345201,88.599114,1246.94
12,27,27.345201,88.599157,1249.28
13,27,27.345201,88.599200,1251.50
14,27,27.345201,88.599243,1253.57
15,27,27.345201,88.599286,1255.49
16,27,27.345201,88.599329,1257.21
17,27,27.345201,88.599372,1258.78
18,27,27.345201,88.599415,1260.29
19,27,27.345201,88.599458,1261.85
20,27,27.345201,88.599501,1263.54
21,27,27.345201,88.599544,1265.41
22,27,27.345201,88.599586,1267.46
23,27,27.345201,88.599629,1269.67
24,27,27.345201,88.599672,1272.03
25,27,27.345201,88.599715,1274.50
26,27,27.345201,88.599758,1276.98
27,27,27.345201,88.599801,1279.38
28,27,27.345201,88.599844,1281.61
29,27,27.345201,88.599887,1283.64
30,27,27.345201,88.599930,1285.52
31,27,27.345201,88.599973,1287.29
32,27,27.345201,88.600016,1289.00
33,27,27.345201,88.600059,1290.61
34,27,27.345201,88.600101,1291.99
35,27,27.345201,88.600144,1293.00
36,27,27.345201,88.600187,1293.52
37,27,27.345201,88.600230,1293.58
38,27,27.345201,88.600273,1293.43
39,27,27.345201,88.600316,1293.31
40,27,27.345201,88.600359,1293.46
41,27,27.345201,88.600402,1294.01
42,27,27.345201,88.600445,1294.92
43,27,27.345201,88.600488,1296.16
44,27,27.345201,88.600531,1297.67
45,27,27.345201,88.600574,1299.44
46,27,27.345201,88.600616,1301.43
47,27,27.345201,88.600659,1303.61
48,27,27.345201,88.600702,1305.96
49,27,27.345201,88.600745,1308.43
50,27,27.345201,88.600788,1310.93
51,27,27.345201,88.600831,1313.38
52,27,27.345201,88.600874,1315.68
53,27,27.345201,88.600917,1317.87
54,27,27.345201,88.600960,1320.09
55,27,27.345201,88.601003,1322.49
56,27,27.345201,88.601046,1325.25
57,27,27.345201,88.601089,1328.41
58,27,27.345201,88.601131,1331.89
59,27,27.345201,88.601174,1335.60
60,27,27.345201,88.601217,1339.46
61,27,27.345201,88.601260,1343.36
62,27,27.345201,88.601303,1347.24
63,27,27.345201,88.601346,1351.00
0,28,27.345163,88.598642,1224.25
1,28,27.345163,88.598685,1226.21
2,28,27.345163,88.598728,1228.24
3,28,27.345163,88.598771,1230.29
4,28,27.345163,88.598814,1232.30
5,28,27.345163,88.598857,1234.27
6,28,27.345163,88.598900,1236.23
7,28,27.345163,88.598943,1238.24
8,28,27.345163,88.598986,1240.32
9,28,27.345163,88.599029,1242.48
10,28,27.345163,88.599072,1244.68
11,28,27.345163,88.599114,1246.89
12,28,27.345163,88.599157,1249.05
13,28,27.345163,88.599200,1251.14
14,28,27.345163,88.599243,1253.11
15,28,27.345163,88.599286,1254.93
16,28,27.345163,88.599329,1256.55
17,28,27.345163,88.599372,1258.00
18,28,27.345163,88.599415,1259.39
19,28,27.345163,88.599458,1260.82
20,28,27.345163,88.599501,1262.39
21,28,27.345163,88.599544,1264.15
22,28,27.345163,88.599586,1266.12
23,28,27.345163,88.599629,1268.29
24,28,27.345163,88.599672,1270.67
25,28,27.345163,88.599715,1273.21
26,28,27.345163,88.599758,1275.80
27,28,27.345163,88.599801,1278.36
28,28,27.345163,88.599844,1280.77
29,28,27.345163,88.599887,1283.00
30,28,27.345163,88.599930,1285.04
31,28,27.345163,88.599973,1286.94
32,28,27.345163,88.600016,1288.69
33,28,27.345163,88.600059,1290.27
34,28,27.345163,88.600101,1291.57
35,28,27.345163,88.600144,1292.49
36,28,27.345163,88.600187,1292.93
37,28,27.345163,88.600230,1292.96
38,28,27.345163,88.600273,1292.82
39,28,27.345163,88.600316,1292.75
40,28,27.345163,88.600359,1293.02
41,28,27.345163,88.600402,1293.71
42,28,27.345163,88.600445,1294.78
43,28,27.345163,88.600488,1296.15
44,28,27.345163,88.600531,1297.76
45,28,27.345163,88.600574,1299.55
46,28,27.345163,88.600616,1301.54
47,28,27.345163,88.600659,1303.70
48,28,27.345163,88.600702,1306.05
49,28,27.345163,88.600745,1308.54
50,28,27.345163,88.600788,1311.10
51,28,27.345163,88.600831,1313.67
52,28,27.345163,88.600874,1316.19
53,28,27.345163,88.600917,1318.66
54,28,27.345163,88.600960,1321.18
55,28,27.345163,88.601003,1323.88
56,28,27.345163,88.601046,1326.85
57,28,27.345163,88.601089,1330.13
58,28,27.345163,88.601131,1333.65
59,28,27.345163,88.601174,1337.34
60,28,27.345163,88.601217,1341.12
61,28,27.345163,88.601260,1344.91
62,28,27.345163,88.601303,1348.66
63,28,27.345163,88.601346,1352.29
0,29,27.345125,88.598642,1225.07
1,29,27.345125,88.598685,1227.05
2,29,27.345125,88.598728,1229.07
3,29,27.345125,88.598771,1231.12
4,29,27.345125,88.598814,1233.14
5,29,27.345125,88.598857,1235.13
6,29,27.345125,88.598900,1237.09
7,29,27.345125,88.598943,1239.05
8,29,27.345125,88.598986,1241.02
9,29,27.345125,88.599029,1243.01
10,29,27.345125,88.599072,1245.00
11,29,27.345125,88.599114,1246.98
12,29,27.345125,88.599157,1248.93
13,29,27.345125,88.599200,1250.83
14,29,27.345125,88.599243,1252.64
15,29,27.345125,88.599286,1254.31
16,29,27.345125,88.599329,1255.81
17,29,27.345125,88.599372,1257.15
18,29,27.345125,88.599415,1258.45
19,29,27.345125,88.599458,1259.79
20,29,27.345125,88.599501,1261.28
21,29,27.345125,88.599544,1262.97
22,29,27.345125,88.599586,1264.89
23,29,27.345125,88.599629,1267.03
24,29,27.345125,88.599672,1269.42
25,29,27.345125,88.599715,1272.01
26,29,27.345125,88.599758,1274.70
27,29,27.345125,88.599801,1277.40
28,29,27.345125,88.599844,1280.00
29,29,27.345125,88.599887,1282.45
30,29,27.345125,88.599930,1284.70
31,29,27.345125,88.599973,1286.73
32,29,27.345125,88.600016,1288.52
33,29,27.345125,88.600059,1290.01
34,29,27.345125,88.600101,1291.18
35,29,27.345125,88.600144,1291.97
36,29,27.345125,88.600187,1292.36
37,29,27.345125,88.600230,1292.41
38,29,27.345125,88.600273,1292.36
39,29,27.345125,88.600316,1292.43
40,29,27.345125,88.600359,1292.84
41,29,27.345125,88.600402,1293.70
42,29,27.345125,88.600445,1294.90
43,29,27.345125,88.600488,1296.38
44,29,27.345125,88.600531,1298.03
45,29,27.345125,88.600574,1299.84
46,29,27.345125,88.600616,1301.80
47,29,27.345125,88.600659,1303.93
48,29,27.345125,88.600702,1306.25
49,29,27.345125,88.600745,1308.75
50,29,27.345125,88.600788,1311.39
51,29,27.345125,88.600831,1314.13
52,29,27.345125,88.600874,1316.93
53,29,27.345125,88.600917,1319.78
54,29,27.345125,88.600960,1322.71
55,29,27.345125,88.601003,1325.75
56,29,27.345125,88.601046,1328.92
57,29,27.345125,88.601089,1332.25
58,29,27.345125,88.601131,1335.69
59,29,27.345125,88.601174,1339.22
60,29,27.345125,88.601217,1342.83
61,29,27.345125,88.601260,1346.46
62,29,27.345125,88.601303,1350.04
63,29,27.345125,88.601346,1353.52
0,30,27.345087,88.598642,1226.09
1,30,27.345087,88.598685,1228.07
2,30,27.345087,88.598728,1230.10
3,30,27.345087,88.598771,1232.14
4,30,27.345087,88.598814,1234.15
5,30,27.345087,88.598857,1236.12
6,30,27.345087,88.598900,1238.04
7,30,27.345087,88.598943,1239.93
8,30,27.345087,88.598986,1241.78
9,30,27.345087,88.599029,1243.59
10,30,27.345087,88.599072,1245.38
11,30,27.345087,88.599114,1247.14
12,30,27.345087,88.599157,1248.86
13,30,27.345087,88.599200,1250.54
14,30,27.345087,88.599243,1252.15
15,30,27.345087,88.599286,1253.64
16,30,27.345087,88.599329,1255.00
17,30,27.345087,88.599372,1256.25
18,30,27.345087,88.599415,1257.48
19,30,27.345087,88.599458,1258.78
20,30,27.345087,88.599501,1260.24
21,30,27.345087,88.599544,1261.91
22,30,27.345087,88.599586,1263.82
23,30,27.345087,88.599629,1265.96
24,30,27.345087,88.599672,1268.36
25,30,27.345087,88.599715,1270.98
26,30,27.345087,88.599758,1273.73
27,30,27.345087,88.599801,1276.54
28,30,27.345087,88.599844,1279.31
29,30,27.345087,88.599887,1281.95
30,30,27.345087,88.599930,1284.40
31,30,27.345087,88.599973,1286.56
32,30,27.345087,88.600016,1288.36
33,30,27.345087,88.600059,1289.76
34,30,27.345087,88.600101,1290.79
35,30,27.345087,88.600144,1291.48
36,30,27.345087,88.600187,1291.83
37,30,27.345087,88.600230,1291.96
38,30,27.345087,88.600273,1292.06
39,30,27.345087,88.600316,1292.31
40,30,27.345087,88.600359,1292.91
41,30,27.345087,88.600402,1293.92
42,30,27.345087,88.600445,1295.25
43,30,27.345087,88.600488,1296.81
44,30,27.345087,88.600531,1298.51
45,30,27.345087,88.600574,1300.31
46,30,27.345087,88.600616,1302.25
47,30,27.345087,88.600659,1304.35
48,30,27.345087,88.600702,1306.66
49,30,27.345087,88.600745,1309.19
50,30,27.345087,88.600788,1311.93
51,30,27.345087,88.600831,1314.86
52,30,27.345087,88.600874,1317.97
53,30,27.345087,88.600917,1321.23
54,30,27.345087,88.600960,1324.58
55,30,27.345087,88.601003,1327.95
56,30,27.345087,88.601046,1331.29
57,30,27.345087,88.601089,1334.59
58,30,27.345087,88.601131,1337.87
59,30,27.345087,88.601174,1341.17
60,30,27.345087,88.601217,1344.53
61,30,27.345087,88.601260,1347.95
62,30,27.345087,88.601303,1351.34
63,30,27.345087,88.601346,1354.66
0,31,27.345049,88.598642,1227.25
1,31,27.345049,88.598685,1229.25
2,31,27.345049,88.598728,1231.28
3,31,27.345049,88.598771,1233.29
4,31,27.345049,88.598814,1235.25
5,31,27.345049,88.598857,1237.15
6,31,27.345049,88.598900,1238.98
7,31,27.345049,88.598943,1240.75
8,31,27.345049,88.598986,1242.46
9,31,27.345049,88.599029,1244.12
10,31,27.345049,88.599072,1245.72
11,31,27.345049,88.599114,1247.27
12,31,27.345049,88.599157,1248.77
13,31,27.345049,88.599200,1250.22
14,31,27.345049,88.599243,1251.61
15,31,27.345049,88.599286,1252.92
16,31,27.345049,88.599329,1254.14
17,31,27.345049,88.599372,1255.32
18,31,27.345049,88.599415,1256.52
19,31,27.345049,88.599458,1257.82
20,31,27.345049,88.599501,1259.30
21,31,27.345049,88.599544,1261.01
22,31,27.345049,88.599586,1262.95
23,31,27.345049,88.599629,1265.13
24,31,27.345049,88.599672,1267.55
25,31,27.345049,88.599715,1270.19
26,31,27.345049,88.599758,1272.97
27,31,27.345049,88.599801,1275.83
28,31,27.345049,88.599844,1278.69
29,31,27.345049,88.599887,1281.46
30,31,27.345049,88.599930,1284.02
31,31,27.345049,88.599973,1286.27
32,31,27.345049,88.600016,1288.08
33,31,27.345049,88.600059,1289.42
34,31,27.345049,88.600101,1290.38
35,31,27.345049,88.600144,1291.01
36,31,27.345049,88.600187,1291.39
37,31,27.345049,88.600230,1291.65
38,31,27.345049,88.600273,1291.93
39,31,27.345049,88.600316,1292.39
40,31,27.345049,88.600359,1293.18
41,31,27.345049,88.600402,1294.36
42,31,27.345049,88.600445,1295.81
43,31,27.345049,88.600488,1297.46
44,31,27.345049,88.600531,1299.20
45,31,27.345049,88.600574,1301.01
46,31,27.345049,88.600616,1302.94
47,31,27.345049,88.600659,1305.04
48,31,27.345049,88.600702,1307.37
49,31,27.345049,88.600745,1309.97
50,31,27.345049,88.600788,1312.83
51,31,27.345049,88.600831,1315.96
52,31,27.345049,88.600874,1319.37
53,31,27.345049,88.600917,1322.99
54,31,27.345049,88.600960,1326.69
55,31,27.345049,88.601003,1330.33
56,31,27.345049,88.601046,1333.77
57,31,27.345049,88.601089,1336.98
58,31,27.345049,88.601131,1340.05
59,31,27.345049,88.601174,1343.08
60,31,27.345049,88.601217,1346.16
61,31,27.345049,88.601260,1349.33
62,31,27.345049,88.601303,1352.52
63,31,27.345049,88.601346,1355.65
0,32,27.345010,88.598642,1228.53
1,32,27.345010,88.598685,1230.55
2,32,27.345010,88.598728,1232.57
3,32,27.345010,88.598771,1234.52
4,32,27.345010,88.598814,1236.39
5,32,27.345010,88.598857,1238.15
6,32,27.345010,88.598900,1239.82
7,32,27.345010,88.598943,1241.43
8,32,27.345010,88.598986,1242.98
9,32,27.345010,88.599029,1244.48
10,32,27.345010,88.599072,1245.93
11,32,27.345010,88.599114,1247.31
12,32,27.345010,88.599157,1248.61
13,32,27.345010,88.599200,1249.84
14,32,27.345010,88.599243,1251.00
15,32,27.345010,88.599286,1252.13
16,32,27.345010,88.599329,1253.24
17,32,27.345010,88.599372,1254.37
18,32,27.345010,88.599415,1255.58
19,32,27.345010,88.599458,1256.94
20,32,27.345010,88.599501,1258.50
21,32,27.345010,88.599544,1260.31
22,32,27.345010,88.599586,1262.34
23,32,27.345010,88.599629,1264.59
24,32,27.345010,88.599672,1267.06
25,32,27.345010,88.599715,1269.71
26,32,27.345010,88.599758,1272.48
27,32,27.345010,88.599801,1275.31
28,32,27.345010,88.599844,1278.15
29,32,27.345010,88.599887,1280.92
30,32,27.345010,88.599930,1283.48
31,32,27.345010,88.599973,1285.73
32,32,27.345010,88.600016,1287.54
33,32,27.345010,88.600059,1288.90
34,32,27.345010,88.600101,1289.89
35,32,27.345010,88.600144,1290.59
36,32,27.345010,88.600187,1291.09
37,32,27.345010,88.600230,1291.51
38,32,27.345010,88.600273,1291.98
39,32,27.345010,88.600316,1292.64
40,32,27.345010,88.600359,1293.62
41,32,27.345010,88.600402,1294.96
42,32,27.345010,88.600445,1296.56
43,32,27.345010,88.600488,1298.31
44,32,27.345010,88.600531,1300.12
45,32,27.345010,88.600574,1301.96
46,32,27.345010,88.600616,1303.92
47,32,27.345010,88.600659,1306.06
48,32,27.345010,88.600702,1308.47
49,32,27.345010,88.600745,1311.19
50,32,27.345010,88.600788,1314.22
51,32,27.345010,88.600831,1317.56
52,32,27.345010,88.600874,1321.20
53,32,27.345010,88.600917,1325.06
54,32,27.345010,88.600960,1328.96
55,32,27.345010,88.601003,1332.73
56,32,27.345010,88.601046,1336.17
57,32,27.345010,88.601089,1339.25
58,32,27.345010,88.601131,1342.11
59,32,27.345010,88.601174,1344.86
60,32,27.345010,88.601217,1347.67
61,32,27.345010,88.601260,1350.57
62,32,27.345010,88.601303,1353.53
63,32,27.345010,88.601346,1356.45
0,33,27.344972,88.598642,1229.87
1,33,27.344972,88.598685,1231.90
2,33,27.344972,88.598728,1233.89
3,33,27.344972,88.598771,1235.77
4,33,27.344972,88.598814,1237.49
5,33,27.344972,88.598857,1239.05
6,33,27.344972,88.598900,1240.51
7,33,27.344972,88.598943,1241.89
8,33,27.344972,88.598986,1243.27
9,33,27.344972,88.599029,1244.64
10,33,27.344972,88.599072,1245.96
11,33,27.344972,88.599114,1247.21
12,33,27.344972,88.599157,1248.34
13,33,27.344972,88.599200,1249.37
14,33,27.344972,88.599243,1250.34
15,33,27.344972,88.599286,1251.31
16,33,27.344972,88.599329,1252.33
17,33,27.344972,88.599372,1253.45
18,33,27.344972,88.599415,1254.71
19,33,27.344972,88.599458,1256.16
20,33,27.344972,88.599501,1257.86
21,33,27.344972,88.599544,1259.82
22,33,27.344972,88.599586,1261.99
23,33,27.344972,88.599629,1264.36
24,33,27.344972,88.599672,1266.89
25,33,27.344972,88.599715,1269.54
26,33,27.344972,88.599758,1272.25
27,33,27.344972,88.599801,1274.99
28,33,27.344972,88.599844,1277.71
29,33,27.344972,88.599887,1280.32
30,33,27.344972,88.599930,1282.76
31,33,27.344972,88.599973,1284.93
32,33,27.344972,88.600016,1286.75
33,33,27.344972,88.600059,1288.21
34,33,27.344972,88.600101,1289.36
35,33,27.344972,88.600144,1290.25
36,33,27.344972,88.600187,1290.96
37,33,27.344972,88.600230,1291.57
38,33,27.344972,88.600273,1292.23
39,33,27.344972,88.600316,1293.07
40,33,27.344972,88.600359,1294.22
41,33,27.344972,88.600402,1295.72
42,33,27.344972,88.600445,1297.47
43,33,27.344972,88.600488,1299.34
44,33,27.344972,88.600531,1301.25
45,33,27.344972,88.600574,1303.17
46,33,27.344972,88.600616,1305.20
47,33,27.344972,88.600659,1307.44
48,33,27.344972,88.600702,1309.98
49,33,27.344972,88.600745,1312.88
50,33,27.344972,88.600788,1316.10
51,33,27.344972,88.600831,1319.62
52,33,27.344972,88.600874,1323.40
53,33,27.344972,88.600917,1327.35
54,33,27.344972,88.600960,1331.29
55,33,27.344972,88.601003,1335.02
56,33,27.344972,88.601046,1338.38
57,33,27.344972,88.601089,1341.30
58,33,27.344972,88.601131,1343.95
59,33,27.344972,88.601174,1346.46
60,33,27.344972,88.601217,1349.01
61,33,27.344972,88.601260,1351.65
62,33,27.344972,88.601303,1354.35
63,33,27.344972,88.601346,1357.04
0,34,27.344934,88.598642,1231.19
1,34,27.344934,88.598685,1233.20
2,34,27.344934,88.598728,1235.14
3,34,27.344934,88.598771,1236.92
4,34,27.344934,88.598814,1238.48
5,34,27.344934,88.598857,1239.83
6,34,27.344934,88.598900,1241.05
7,34,27.344934,88.598943,1242.21
8,34,27.344934,88.598986,1243.41
9,34,27.344934,88.599029,1244.65
10,34,27.344934,88.599072,1245.87
11,34,27.344934,88.599114,1247.01
12,34,27.344934,88.599157,1248.01
13,34,27.344934,88.599200,1248.88
14,34,27.344934,88.599243,1249.69
15,34,27.344934,88.599286,1250.54
16,34,27.344934,88.599329,1251.50
17,34,27.344934,88.599372,1252.62
18,34,27.344934,88.599415,1253.96
19,34,27.344934,88.599458,1255.54
20,34,27.344934,88.599501,1257.39
21,34,27.344934,88.599544,1259.52
22,34,27.344934,88.599586,1261.86
23,34,27.344934,88.599629,1264.35
24,34,27.344934,88.599672,1266.94
25,34,27.344934,88.599715,1269.58
26,34,27.344934,88.599758,1272.23
27,34,27.344934,88.599801,1274.84
28,34,27.344934,88.599844,1277.36
29,34,27.344934,88.599887,1279.76
30,34,27.344934,88.599930,1282.00
31,34,27.344934,88.599973,1284.06
32,34,27.344934,88.600016,1285.90
33,34,27.344934,88.600059,1287.50
34,34,27.344934,88.600101,1288.88
35,34,27.344934,88.600144,1290.05
36,34,27.344934,88.600187,1291.01
37,34,27.344934,88.600230,1291.84
38,34,27.344934,88.600273,1292.68
39,34,27.344934,88.600316,1293.68
40,34,27.344934,88.600359,1295.00
41,34,27.344934,88.600402,1296.64
42,34,27.344934,88.600445,1298.52
43,34,27.344934,88.600488,1300.53
44,34,27.344934,88.600531,1302.55
45,34,27.344934,88.600574,1304.59
46,34,27.344934,88.600616,1306.73
47,34,27.344934,88.600659,1309.10
48,34,27.344934,88.600702,1311.81
49,34,27.344934,88.600745,1314.89
50,34,27.344934,88.600788,1318.29
51,34,27.344934,88.600831,1321.94
52,34,27.344934,88.600874,1325.79
53,34,27.344934,88.600917,1329.71
54,34,27.344934,88.600960,1333.56
55,34,27.344934,88.601003,1337.16
56,34,27.344934,88.601046,1340.36
57,34,27.344934,88.601089,1343.12
58,34,27.344934,88.601131,1345.57
59,34,27.344934,88.601174,1347.88
60,34,27.344934,88.601217,1350.19
61,34,27.344934,88.601260,1352.56
62,34,27.344934,88.601303,1354.99
63,34,27.344934,88.601346,1357.43
0,35,27.344896,88.598642,1232.38
1,35,27.344896,88.598685,1234.34
2,35,27.344896,88.598728,1236.20
3,35,27.344896,88.598771,1237.87
4,35,27.344896,88.598814,1239.28
5,35,27.344896,88.598857,1240.44
6,35,27.344896,88.598900,1241.46
7,35,27.344896,88.598943,1242.43
8,35,27.344896,88.598986,1243.47
9,35,27.344896,88.599029,1244.59
10,35,27.344896,88.599072,1245.71
11,35,27.344896,88.599114,1246.75
12,35,27.344896,88.599157,1247.64
13,35,27.344896,88.599200,1248.39
14,35,27.344896,88.599243,1249.10
15,35,27.344896,88.599286,1249.88
16,35,27.344896,88.599329,1250.82
17,35,27.344896,88.599372,1251.99
18,35,27.344896,88.599415,1253.41
19,35,27.344896,88.599458,1255.12
20,35,27.344896,88.599501,1257.12
21,35,27.344896,88.599544,1259.40
22,35,27.344896,88.599586,1261.88
23,35,27.344896,88.599629,1264.48
24,35,27.344896,88.599672,1267.12
25,35,27.344896,88.599715,1269.75
26,35,27.344896,88.599758,1272.32
27,35,27.344896,88.599801,1274.79
28,35,27.344896,88.599844,1277.12
29,35,27.344896,88.599887,1279.30
30,35,27.344896,88.599930,1281.35
31,35,27.344896,88.599973,1283.30
32,35,27.344896,88.600016,1285.18
33,35,27.344896,88.600059,1286.95
34,35,27.344896,88.600101,1288.59
35,35,27.344896,88.600144,1290.05
36,35,27.344896,88.600187,1291.29
37,35,27.344896,88.600230,1292.34
38,35,27.344896,88.600273,1293.36
39,35,27.344896,88.600316,1294.52
40,35,27.344896,88.600359,1295.96
41,35,27.344896,88.600402,1297.72
42,35,27.344896,88.600445,1299.71
43,35,27.344896,88.600488,1301.83
44,35,27.344896,88.600531,1303.98
45,35,27.344896,88.600574,1306.16
46,35,27.344896,88.600616,1308.46
47,35,27.344896,88.600659,1311.00
48,35,27.344896,88.600702,1313.86
49,35,27.344896,88.600745,1317.09
50,35,27.344896,88.600788,1320.61
51,35,27.344896,88.600831,1324.31
52,35,27.344896,88.600874,1328.13
53,35,27.344896,88.600917,1331.96
54,35,27.344896,88.600960,1335.66
55,35,27.344896,88.601003,1339.08
56,35,27.344896,88.601046,1342.11
57,35,27.344896,88.601089,1344.70
58,35,27.344896,88.601131,1346.99
59,35,27.344896,88.601174,1349.11
60,35,27.344896,88.601217,1351.20
61,35,27.344896,88.601260,1353.31
62,35,27.344896,88.601303,1355.47
63,35,27.344896,88.601346,1357.66
0,36,27.344858,88.598642,1233.34
1,36,27.344858,88.598685,1235.21
2,36,27.344858,88.598728,1236.96
3,36,27.344858,88.598771,1238.52
4,36,27.344858,88.598814,1239.80
5,36,27.344858,88.598857,1240.84
6,36,27.344858,88.598900,1241.75
7,36,27.344858,88.598943,1242.61
8,36,27.344858,88.598986,1243.53
9,36,27.344858,88.599029,1244.53
10,36,27.344858,88.599072,1245.53
11,36,27.344858,88.599114,1246.47
12,36,27.344858,88.599157,1247.28
13,36,27.344858,88.599200,1247.96
14,36,27.344858,88.599243,1248.64
15,36,27.344858,88.599286,1249.41
16,36,27.344858,88.599329,1250.38
17,36,27.344858,88.599372,1251.62
18,36,27.344858,88.599415,1253.13
19,36,27.344858,88.599458,1254.93
20,36,27.344858,88.599501,1257.05
21,36,27.344858,88.599544,1259.44
22,36,27.344858,88.599586,1262.01
23,36,27.344858,88.599629,1264.67
24,36,27.344858,88.599672,1267.34
25,36,27.344858,88.599715,1269.93
26,36,27.344858,88.599758,1272.43
27,36,27.344858,88.599801,1274.80
28,36,27.344858,88.599844,1276.99
29,36,27.344858,88.599887,1279.03
30,36,27.344858,88.599930,1280.96
31,36,27.344858,88.599973,1282.87
32,36,27.344858,88.600016,1284.79
33,36,27.344858,88.600059,1286.73
34,36,27.344858,88.600101,1288.60
35,36,27.344858,88.600144,1290.32
36,36,27.344858,88.600187,1291.80
37,36,27.344858,88.600230,1293.08
38,36,27.344858,88.600273,1294.29
39,36,27.344858,88.600316,1295.59
40,36,27.344858,88.600359,1297.13
41,36,27.344858,88.600402,1298.96
42,36,27.344858,88.600445,1301.01
43,36,27.344858,88.600488,1303.21
44,36,27.344858,88.600531,1305.49
45,36,27.344858,88.600574,1307.84
46,36,27.344858,88.600616,1310.34
47,36,27.344858,88.600659,1313.05
48,36,27.344858,88.600702,1316.05
49,36,27.344858,88.600745,1319.34
50,36,27.344858,88.600788,1322.85
51,36,27.344858,88.600831,1326.51
52,36,27.344858,88.600874,1330.23
53,36,27.344858,88.600917,1333.93
54,36,27.344858,88.600960,1337.47
55,36,27.344858,88.601003,1340.73
56,36,27.344858,88.601046,1343.61
57,36,27.344858,88.601089,1346.06
58,36,27.344858,88.601131,1348.20
59,36,27.344858,88.601174,1350.16
60,36,27.344858,88.601217,1352.03
61,36,27.344858,88.601260,1353.90
62,36,27.344858,88.601303,1355.80
63,36,27.344858,88.601346,1357.73
0,37,27.344820,88.598642,1234.04
1,37,27.344820,88.598685,1235.77
2,37,27.344820,88.598728,1237.38
3,37,27.344820,88.598771,1238.82
4,37,27.344820,88.598814,1240.03
5,37,27.344820,88.598857,1241.04
6,37,27.344820,88.598900,1241.91
7,37,27.344820,88.598943,1242.74
8,37,27.344820,88.598986,1243.59
9,37,27.344820,88.599029,1244.48
10,37,27.344820,88.599072,1245.37
11,37,27.344820,88.599114,1246.21
12,37,27.344820,88.599157,1246.95
13,37,27.344820,88.599200,1247.63
14,37,27.344820,88.599243,1248.34
15,37,27.344820,88.599286,1249.17
16,37,27.344820,88.599329,1250.21
17,37,27.344820,88.599372,1251.53
18,37,27.344820,88.599415,1253.12
19,37,27.344820,88.599458,1255.00
20,37,27.344820,88.599501,1257.18
21,37,27.344820,88.599544,1259.61
22,37,27.344820,88.599586,1262.21
23,37,27.344820,88.599629,1264.88
24,37,27.344820,88.599672,1267.53
25,37,27.344820,88.599715,1270.10
26,37,27.344820,88.599758,1272.55
27,37,27.344820,88.599801,1274.87
28,37,27.344820,88.599844,1277.01
29,37,27.344820,88.599887,1279.01
30,37,27.344820,88.599930,1280.93
31,37,27.344820,88.599973,1282.85
32,37,27.344820,88.600016,1284.85
33,37,27.344820,88.600059,1286.92
34,37,27.344820,88.600101,1288.96
35,37,27.344820,88.600144,1290.88
36,37,27.344820,88.600187,1292.58
37,37,27.344820,88.600230,1294.06
38,37,27.344820,88.600273,1295.46
39,37,27.344820,88.600316,1296.89
40,37,27.344820,88.600359,1298.50
41,37,27.344820,88.600402,1300.35
42,37,27.344820,88.600445,1302.41
43,37,27.344820,88.600488,1304.64
44,37,27.344820,88.600531,1307.04
45,37,27.344820,88.600574,1309.59
46,37,27.344820,88.600616,1312.29
47,37,27.344820,88.600659,1315.17
48,37,27.344820,88.600702,1318.25
49,37,27.344820,88.600745,1321.51
50,37,27.344820,88.600788,1324.91
51,37,27.344820,88.600831,1328.41
52,37,27.344820,88.600874,1331.98
53,37,27.344820,88.600917,1335.54
54,37,27.344820,88.600960,1338.95
55,37,27.344820,88.601003,1342.09
56,37,27.344820,88.601046,1344.85
57,37,27.344820,88.601089,1347.19
58,37,27.344820,88.601131,1349.20
59,37,27.344820,88.601174,1351.00
60,37,27.344820,88.601217,1352.69
61,37,27.344820,88.601260,1354.34
62,37,27.344820,88.601303,1355.99
63,37,27.344820,88.601346,1357.69
0,38,27.344782,88.598642,1234.49
1,38,27.344782,88.598685,1236.07
2,38,27.344782,88.598728,1237.52
3,38,27.344782,88.598771,1238.84
4,38,27.344782,88.598814,1240.00
5,38,27.344782,88.598857,1241.03
6,38,27.344782,88.598900,1241.95
7,38,27.344782,88.598943,1242.80
